Manufacturer,Family,S-Spec number,Speed,Bus speed,L2 cache size,Package type,Part number,Alternative part number 1,Alternative part number 2,Alternative part number 3,Alternative part number 4,Alternative part number 5,Alternative part number 6,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5
Intel,80486,SK051,100MHz,33MHz,,CPGA,A80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SK/SK051.html,,,,
Intel,80486,SK052,75MHz,25MHz,,SQFP,FC80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SK/SK052.html,,,,
Intel,80486,SK053,100MHz,33MHz,,SQFP,FC80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SK/SK053.html,,,,
Intel,80486,SK058,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SK/SK058.html,,,,
Intel,80486,SK063,100MHz,33MHz,,SQFP,FC80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SK/SK063.html,,,,
Intel,80486,SK080,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SK/SK080.html,,,,
Intel,80486,SK087,75MHz,25MHz,,CPGA,A80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SK/SK087.html,,,,
Intel,80486,SK096,100MHz,33MHz,,CPGA,A80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SK/SK096.html,,,,
Intel,80486,SK099,100MHz,33MHz,,SQFP,FC80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SK/SK099.html,,,,
Intel,80486,SK100,75MHz,25MHz,,SQFP,FC80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SK/SK100.html,,,,
Intel,80486,SK101,100MHz,33MHz,,CPGA,A80486DX4100,,,,,,,http://www.cpu-world.com/sspec/SK/SK101.html,,,,
Intel,80486,SK102,75MHz,25MHz,,CPGA,A80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SK/SK102.html,,,,
Intel,80486,SK798,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SK/SK798.html,,,,
Intel,80486,SK851,100MHz,33MHz,,CPGA,A80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SK/SK851.html,,,,
Intel,80486,SK903,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SK/SK903.html,,,,
Intel,80486,SL2M9,100MHz,33MHz,,SQFP,FC80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SL/SL2M9.html,,,,
Intel,80486,SX249,25MHz,25MHz,,CPGA,A80486-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX249.html,,,,
Intel,80486,SX250,25MHz,25MHz,,CPGA,A80486DX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX250.html,,,,
Intel,80486,SX300,25MHz,25MHz,,CPGA,A80486DX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX300.html,,,,
Intel,80486,SX308,25MHz,25MHz,,CPGA,A80486DX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX308.html,,,,
Intel,80486,SX325,50MHz,25MHz,,QFP,SB80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX325.html,,,,
Intel,80486,SX328,25MHz,25MHz,,CPGA,A80486DX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX328.html,,,,
Intel,80486,SX329,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX329.html,,,,
Intel,80486,SX406,20MHz,20MHz,,CPGA,A80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX406.html,,,,
Intel,80486,SX408,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX408.html,,,,
Intel,80486,SX409,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX409.html,,,,
Intel,80486,SX411,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX411.html,,,,
Intel,80486,SX412,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX412.html,,,,
Intel,80486,SX418,25MHz,25MHz,,CPGA,A80486DX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX418.html,,,,
Intel,80486,SX419,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX419.html,,,,
Intel,80486,SX431,16MHz,16MHz,,CPGA,A80486SX-16,,,,,,,http://www.cpu-world.com/sspec/SX/SX431.html,,,,
Intel,80486,SX467,20MHz,20MHz,,CPGA,A80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX467.html,,,,
Intel,80486,SX468,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX468.html,,,,
Intel,80486,SX492,20MHz,20MHz,,CPGA,A80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX492.html,,,,
Intel,80486,SX493,25MHz,25MHz,,CPGA,A80486DX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX493.html,,,,
Intel,80486,SX514,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX514.html,,,,
Intel,80486,SX518,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX518.html,,,,
Intel,80486,SX540,16MHz,16MHz,,CPGA,A80486SX-16,,,,,,,http://www.cpu-world.com/sspec/SX/SX540.html,,,,
Intel,80486,SX545,16MHz,16MHz,,CPGA,A80486SX-16,,,,,,,http://www.cpu-world.com/sspec/SX/SX545.html,,,,
Intel,80486,SX546,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX546.html,,,,
Intel,80486,SX547,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX547.html,,,,
Intel,80486,SX548,16MHz,16MHz,,CPGA,A80486SX-16,,,,,,,http://www.cpu-world.com/sspec/SX/SX548.html,,,,
Intel,80486,SX586,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX586.html,,,,
Intel,80486,SX587,20MHz,20MHz,,QFP,KU80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX587.html,,,,
Intel,80486,SX626,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX626.html,,,,
Intel,80486,SX632,20MHz,20MHz,,QFP,KU80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX632.html,,,,
Intel,80486,SX641,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX641.html,,,,
Intel,80486,SX645,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX645.html,,,,
Intel,80486,SX666,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX666.html,,,,
Intel,80486,SX668,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX668.html,,,,
Intel,80486,SX672,20MHz,20MHz,,QFP,KU80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX672.html,,,,
Intel,80486,SX673,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX673.html,,,,
Intel,80486,SX676,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX676.html,,,,
Intel,80486,SX677,16MHz,16MHz,,CPGA,A80486SX-16,,,,,,,http://www.cpu-world.com/sspec/SX/SX677.html,,,,
Intel,80486,SX678,20MHz,20MHz,,CPGA,A80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SX678.html,,,,
Intel,80486,SX679,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX679.html,,,,
Intel,80486,SX680,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX680.html,,,,
Intel,80486,SX683,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX683.html,,,,
Intel,80486,SX684,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX684.html,,,,
Intel,80486,SX693,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX693.html,,,,
Intel,80486,SX705,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX705.html,,,,
Intel,80486,SX709,25MHz,25MHz,,QFP,KU80486SL-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX709.html,,,,
Intel,80486,SX710,50MHz,50MHz,,CPGA,A80486DX-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX710.html,,,,
Intel,80486,SX719,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX719.html,,,,
Intel,80486,SX721,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX721.html,,,,
Intel,80486,SX722,40MHz,20MHz,,CPGA,A80486DX2-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX722.html,,,,
Intel,80486,SX724,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX724.html,,,,
Intel,80486,SX729,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX729.html,,,,
Intel,80486,SX731,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX731.html,,,,
Intel,80486,SX738,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX738.html,,,,
Intel,80486,SX739,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX739.html,,,,
Intel,80486,SX741,25MHz,25MHz,,QFP,KU80486SL-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX741.html,,,,
Intel,80486,SX744,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX744.html,,,,
Intel,80486,SX745,25MHz,25MHz,,QFP,KU80486SL-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX745.html,,,,
Intel,80486,SX746,33MHz,33MHz,,QFP,KU80486SL-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX746.html,,,,
Intel,80486,SX749,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX749.html,,,,
Intel,80486,SX750,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX750.html,,,,
Intel,80486,SX759,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX759.html,,,,
Intel,80486,SX760,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX760.html,,,,
Intel,80486,SX761,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX761.html,,,,
Intel,80486,SX762,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX762.html,,,,
Intel,80486,SX763,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX763.html,,,,
Intel,80486,SX764,25MHz,25MHz,,QFP,SB80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX764.html,,,,
Intel,80486,SX766,33MHz,33MHz,,QFP,KU80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX766.html,,,,
Intel,80486,SX767,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX767.html,,,,
Intel,80486,SX768,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX768.html,,,,
Intel,80486,SX769,40MHz,20MHz,,QFP,SB80486DX2-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX769.html,,,,
Intel,80486,SX772,33MHz,33MHz,,QFP,SB80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX772.html,,,,
Intel,80486,SX774,33MHz,33MHz,,QFP,SB80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX774.html,,,,
Intel,80486,SX778,33MHz,33MHz,,QFP,KU80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX778.html,,,,
Intel,80486,SX779,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX779.html,,,,
Intel,80486,SX780,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX780.html,,,,
Intel,80486,SX781,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX781.html,,,,
Intel,80486,SX788,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX788.html,,,,
Intel,80486,SX789,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX789.html,,,,
Intel,80486,SX790,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX790.html,,,,
Intel,80486,SX791,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX791.html,,,,
Intel,80486,SX792,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX792.html,,,,
Intel,80486,SX797,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX797.html,,,,
Intel,80486,SX798,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX798.html,,,,
Intel,80486,SX799,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX799.html,,,,
Intel,80486,SX800,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX800.html,,,,
Intel,80486,SX804,25MHz,25MHz,,QFP,KU80486SL-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX804.html,,,,
Intel,80486,SX805,33MHz,33MHz,,QFP,KU80486SL-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX805.html,,,,
Intel,80486,SX806,25MHz,25MHz,,QFP,KU80486SL-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX806.html,,,,
Intel,80486,SX807,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX807.html,,,,
Intel,80486,SX808,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX808.html,,,,
Intel,80486,SX809,40MHz,20MHz,,QFP,SB80486DX2-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX809.html,,,,
Intel,80486,SX810,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX810.html,,,,
Intel,80486,SX813,33MHz,33MHz,,QFP,KU80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX813.html,,,,
Intel,80486,SX814,33MHz,33MHz,,QFP,SB80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX814.html,,,,
Intel,80486,SX825,50MHz,25MHz,,QFP,SB80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX825.html,,,,
Intel,80486,SX826,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX826.html,,,,
Intel,80486,SX829,33MHz,33MHz,,CPGA,A80486DX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX829.html,,,,
Intel,80486,SX830,33MHz,33MHz,,QFP,SB80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX830.html,,,,
Intel,80486,SX834,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX834.html,,,,
Intel,80486,SX845,50MHz,25MHz,,CPGA,A80486SX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX845.html,,,,
Intel,80486,SX846,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX846.html,,,,
Intel,80486,SX847,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX847.html,,,,
Intel,80486,SX849,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX849.html,,,,
Intel,80486,SX853,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX853.html,,,,
Intel,80486,SX855,33MHz,33MHz,,QFP,SB80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX855.html,,,,
Intel,80486,SX870,75MHz,25MHz,,SQFP,FC80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SX/SX870.html,,,,
Intel,80486,SX871,75MHz,25MHz,,CPGA,A80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SX/SX871.html,,,,
Intel,80486,SX876,100MHz,33MHz,,QFP,FC80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SX/SX876.html,,,,
Intel,80486,SX877,100MHz,33MHz,,CPGA,A80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SX/SX877.html,,,,
Intel,80486,SX883,75MHz,25MHz,,SQFP,FC80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SX/SX883.html,,,,
Intel,80486,SX884,75MHz,25MHz,,CPGA,A80486DX4-75,,,,,,,http://www.cpu-world.com/sspec/SX/SX884.html,,,,
Intel,80486,SX900,100MHz,33MHz,,CPGA,A80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SX/SX900.html,,,,
Intel,80486,SX902,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX902.html,,,,
Intel,80486,SX903,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX903.html,,,,
Intel,80486,SX906,100MHz,33MHz,,SQFP,FC80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SX/SX906.html,,,,
Intel,80486,SX908,100MHz,33MHz,,CPGA,A80486DX4-100,,,,,,,http://www.cpu-world.com/sspec/SX/SX908.html,,,,
Intel,80486,SX911,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX911.html,,,,
Intel,80486,SX912,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX912.html,,,,
Intel,80486,SX920,50MHz,25MHz,,QFP,SB80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX920.html,,,,
Intel,80486,SX930,25MHz,25MHz,,CPGA,A80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX930.html,,,,
Intel,80486,SX931,33MHz,33MHz,,CPGA,A80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX931.html,,,,
Intel,80486,SX934,25MHz,25MHz,,QFP,KU80486SX-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX934.html,,,,
Intel,80486,SX935,33MHz,33MHz,,QFP,KU80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX935.html,,,,
Intel,80486,SX952,33MHz,33MHz,,QFP,SB80486SX-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX952.html,,,,
Intel,80486,SX954,50MHz,25MHz,,CPGA,A80486DX2-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX954.html,,,,
Intel,80486,SX955,66MHz,33MHz,,CPGA,A80486DX2-66,,,,,,,http://www.cpu-world.com/sspec/SX/SX955.html,,,,
Intel,80486,SXE19, , ,,CPGA,A80486,,,,,,,http://www.cpu-world.com/sspec/SX/SXE19.html,,,,
Intel,80486,SXE61, , ,,CPGA,A80486DX,,,,,,,http://www.cpu-world.com/sspec/SX/SXE61.html,,,,
Intel,80486,SXE63,20MHz,20MHz,,CPGA,A80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SX/SXE63.html,,,,
Intel,80486,SYE04,66MHz,33MHz,,CPGA,A80P24-66,,,,,,,http://www.cpu-world.com/sspec/SY/SYE04.html,,,,
Intel,80486,SYE37, , ,,CPGA,80486SX,,,,,,,http://www.cpu-world.com/sspec/SY/SYE37.html,,,,
Intel,80486,SYE38, , ,,CPGA,A80486SX,,,,,,,http://www.cpu-world.com/sspec/SY/SYE38.html,,,,
Intel,80486,SZ700,20MHz,20MHz,,QFP,KU80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ700.html,,,,
Intel,80486,SZ740,20MHz,20MHz,,QFP,KU80486SX-20,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ740.html,,,,
Intel,80487,SZ494,,,,CPGA,A80487SX,,,,,,,http://www.cpu-world.com/sspec/SZ/SZ494.html,,,,
Intel,80487,SZES0,,,,CPGA,A80487SX,,,,,,,http://www.cpu-world.com/sspec/SZ/SZES0.html,,,,
Intel,80860,SX303,33MHz,,,Ceramic PGA,A80860XR-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX303.html,,,,
Intel,80860,SX304,40MHz,,,Ceramic PGA,A80860XR-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX304.html,,,,
Intel,80860,SX349,33MHz,,,Ceramic PGA,A80860XR-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX349.html,,,,
Intel,80860,SX350,40MHz,,,Ceramic PGA,A80860XR-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX350.html,,,,
Intel,80860,SX351,40MHz,,,Ceramic PGA,A80860XR-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX351.html,,,,
Intel,80860,SX352,33MHz,,,Ceramic PGA,A80860XR-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX352.html,,,,
Intel,80860,SX403,33MHz,,,Ceramic PGA,A80860XR-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX403.html,,,,
Intel,80860,SX416,25MHz,,,Ceramic PGA,A80860XR-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX416.html,,,,
Intel,80860,SX436,33MHz,,,Ceramic PGA,A80860XR-33,,,,,,,http://www.cpu-world.com/sspec/SX/SX436.html,,,,
Intel,80860,SX438,40MHz,,,Ceramic PGA,A80860XR-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX438.html,,,,
Intel,80860,SX439,25MHz,,,Ceramic PGA,A80860XR-25,,,,,,,http://www.cpu-world.com/sspec/SX/SX439.html,,,,
Intel,80860,SX583,50MHz,,,Ceramic PGA,A80860XP-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX583.html,,,,
Intel,80860,SX649,50MHz,,,Ceramic PGA,A80860XP-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX649.html,,,,
Intel,80860,SX652,40MHz,,,Ceramic PGA,A80860XP-40,,,,,,,http://www.cpu-world.com/sspec/SX/SX652.html,,,,
Intel,80860,SX654,50MHz,,,Ceramic PGA,A80860XP-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX654.html,,,,
Intel,80860,SX657,50MHz,,,Ceramic PGA,A80860XP-50,,,,,,,http://www.cpu-world.com/sspec/SX/SX657.html,,,,
Intel,80960,Q120,100MHz,33MHz,,H-PBGA,GC80960RN100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q120.html,,,,
Intel,80960,Q121,100MHz,33MHz,,H-PBGA,GC80960RM100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q121.html,,,,
Intel,80960,Q126,100MHz,33MHz,,H-PBGA,GC80960RN100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q126.html,,,,
Intel,80960,Q127,100MHz,33MHz,,H-PBGA,GC80960RM100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q127.html,,,,
Intel,80960,Q128,33MHz,33MHz,,HL-PBGA,GC80960RP3V33,,,,,,,http://www.cpu-world.com/sspec/Q1/Q128.html,,,,
Intel,80960,Q129,66MHz,33MHz,,HL-PBGA,GC80960RD66,,,,,,,http://www.cpu-world.com/sspec/Q1/Q129.html,,,,
Intel,80960,Q136,100MHz,33MHz,,H-PBGA,GC80960RN100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q136.html,,,,
Intel,80960,Q137,100MHz,33MHz,,H-PBGA,GC80960RM100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q137.html,,,,
Intel,80960,Q160,100MHz,33MHz,,H-PBGA,GC80960RN100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q160.html,,,,
Intel,80960,Q161,100MHz,33MHz,,H-PBGA,GC80960RN100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q161.html,,,,
Intel,80960,Q162,100MHz,33MHz,,H-PBGA,GC80960RM100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q162.html,,,,
Intel,80960,Q173,100MHz,33MHz,,H-PBGA,GC80960RM100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q173.html,,,,
Intel,80960,Q174,100MHz,33MHz,,H-PBGA,GC80960RS100,,,,,,,http://www.cpu-world.com/sspec/Q1/Q174.html,,,,
Intel,80960,Q8046,50MHz,25MHz,,Ceramic PGA,A80960HD-50,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8046.html,,,,
Intel,80960,Q805,74MHz, ,,CPGA,A80960HD74,,,,,,,http://www.cpu-world.com/sspec/Q8/Q805.html,,,,
Intel,80960,Q8105,16MHz,16MHz,,CLCC,C80960SA16,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8105.html,,,,
Intel,80960,Q8137, , ,,HL-PBGA,FW62X960A,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8137.html,,,,
Intel,80960,Q8163,33MHz,33MHz,,HL-PBGA,GC80960RP33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8163.html,,,,
Intel,80960,Q8255,33MHz,33MHz,,HL-PBGA,GC80960RP33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8255.html,,,,
Intel,80960,Q8322,16MHz,16MHz,,CLCC,C80960SB-16,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8322.html,,,,
Intel,80960,Q8333,66MHz,33MHz,,HL-PBGA,GC80960RD33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8333.html,,,,
Intel,80960,Q8334,33MHz,33MHz,,HL-PBGA,GC80960RP33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8334.html,,,,
Intel,80960,Q8419,33MHz,33MHz,,HL-PBGA,GC80960RP3V33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8419.html,,,,
Intel,80960,Q8420,33MHz,33MHz,,HL-PBGA,GC80960RP3V33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8420.html,,,,
Intel,80960,Q8421,66MHz,33MHz,,HL-PBGA,GC80960RD66,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8421.html,,,,
Intel,80960,Q8422,66MHz,33MHz,,HL-PBGA,GC80960RD66,,,,,,,http://www.cpu-world.com/sspec/Q8/Q8422.html,,,,
Intel,80960,Q896,33MHz,33MHz,,HL-PBGA,GC80960RP33,,,,,,,http://www.cpu-world.com/sspec/Q8/Q896.html,,,,
