Generation,Manufacturer,Name,Model,Proceed,Succeed,Location,Product Line,Family,Type,Date,Num Sold,Price,Clone,CPU Family,,Bits,CPU,CPU part label,Speed,Chip 2,Chip 3,Chip 4,Chip 5,Game medium,Game Count,RAM,Graphics,Ram other,Reference 1,Ref 1 Date,Reference 2,Ref 2 Date,Reference 3,Ref 3 Date,Reference 4,Ref 4 Date,Reference 5,Ref 5 Date,Photo 1 link,Photo 1 Date,Photo 2 link,Photo 2 Date,Photo 3 link,Photo 3 Date,Photo 4 link,Photo 4 Date,Notes
,,Magic Boy,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mark II Jr.,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Masterboy,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mastergames 9000,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mastergames Ending Man,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Mastergames Mega Power II,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,MBO Telelball,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,MCCGO,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mcgenie,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MD 006,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MD I,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mebe Teck,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Mebe_Teck,01/10/21,,,,,,,,,,,,,,,,,
,,Media - Range of consoles marketed in India,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Mega Boy,,,,,,,Console,,,,Atari 2600,,,,,,,,,,,Built-in,126,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Mega Drive 21,,,,,,,Console,2002,,,,,,,,,,,,,,,21 incomplete games,,,,,,,,,,,,,,,,,,,,,,
,,Mega Drive III (Russian),,,,Russia,,,Console,,,,Mega drive,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Mega Gun,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Gun Jr.,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Joy,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Joy 76,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Joy II,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,Built-in,70,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,https://web.archive.org/web/20110206224728/http://nesplayer.com/pirates/megajoy.htm,01/10/21,,,,,,,,,,,,,
,,Mega Kid MK-1000,,,,,,,Console + PC,,,,Clone: Famicom,,,,,,,,,,,ROM Cartridge,,,,,https://bootleggames.fandom.com/wiki/Mega_Kid_MK-1000,01/10/21,,,,,,,,,,,,,,,,,
,,Mega Power,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Power 2,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Power SP2,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Race,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mega Racer,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Mega Volante,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Megadrive 2,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Megason,,,,,,,,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Mercury Commander mark 1,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Mercury Commander mark 3,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,MGP Slim Station 8,,,,,,,Console,,,,Famiclone,,,,,,,,,,,Built-in,89,,,,https://bootleggames.fandom.com/wiki/MGP_Slim_Station_8,01/10/21,,,,,,,,,,,,,,,,,
,,Milmar,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Ming Xiong,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mini Famicom,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Mini Game Anniversary Edition,,,,,,,Console,,,,Famiclone,,,,,,,,,,,Built-in,309,,,,https://bootleggames.fandom.com/wiki/Mini_Game_Anniversary_Edition,01/10/21,,,,,,,,,,,,,,,,,
,,Mini NES,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,"Mini Poly 2000, BlockZone, Game Station",,,,,,,Tabletop,,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Mini_PolyStation_Series,01/10/21,,,,,,,,,,,,,,,,,
,,"Mini Poly 2001, Yakima Electronics",,,,,,,Tabletop,,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Mini_PolyStation_Series,01/10/21,,,,,,,,,,,,,,,,,
,,"Mini PolyStation 2001, Mini PolyStation 2002, Mini PolyStation 2004, Mini PolyStation 2005",,,,,,,Tabletop,,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Mini_PolyStation_Series,01/10/21,,,,,,,,,,,,,,,,,
,,Mini PolyStation 3,,,,,,,Console,2007,,,,,,,,,,,,,,Built-in,,,,,https://bootleggames.fandom.com/wiki/Mini_PolyStation_3,01/10/21,,,,,,,,,,,,,,,,,
,,Minicade,,,,,,,Console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Miyota Wapstation,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MK X Super Action set,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Modern Mate,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Modern Style,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MR. Atlus,,,,,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,MT 999 DX,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MT II,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MT III family game system,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MT V,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,MX V,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/MXV.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/MXV.htm,01/10/21,,,,,,,
,,MX-V CE 8,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,My Life As Arcade Game,,,,,,,Tabletop,,,,"Clone: Famicom, VT03",,,,,,,,,,,Built-in,100,,,,https://bootleggames.fandom.com/wiki/My_Life_As_Arcade_Game,01/10/21,,,,,,,,,,,,,,,,,
,,Nasa,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Nasa hor 91,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Nasa hor 92,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,NASA/Creation,,,,,,,,,,,Clone: NES,,,,,,,,,,,,,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,,,,,,,,,,,,,,,,,
,,Neo Double Games,,,,,,,Handheld,2004?,,,,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Neo_Double_Games,01/10/21,,,,,,,,,,,,,,,,,
,,NEOFAMI,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,NES clone,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Nevica,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,New Generation 32-in-1,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Newtendo Super Famcom,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Nisha famiclones,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Novex ,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Opera AV Station,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Optim 600,,,,,,,Console,,,,Pong,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Orbit PtDVD 7685,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Orbit PtDVD 768DV8,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Ormatu Videospiel computer,,,,Germany,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Paldio,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Panavox,,,,Brazil and South America,,,Console,,,,Atari 2600,,,,,,,,,,,,124 Built-in,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,PC FC 8-bit,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,PC kid,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,PC Kid III,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,PCP-936 6 in 1 GAME,,,,,,,Handheld,,,,Clone: TimeTop Game King,,,,,,,,,,,,6,,,,https://bootleggames.fandom.com/wiki/PCP-936_6_in_1_GAME,01/10/21,,,,,,,,,,,,,,,,,
,,Pegasus,"MT777DX, Iq-502 and SP-60",,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,,,,,,,,,,,,,
,,Pegasus Entertain set,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Pelican game station arcade,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Pika Boy,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Pika Boy 2,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Pika game,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Planet Joy,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Play and Power,,,,,,,,,,,Clone: NES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Play Power game Pad*,,,,,,,Console,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Play power I,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Play Power II,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Play Power Overt,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Play Power TV,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Play Power V,,,,Germany,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones/Play_power_v.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,http://ultimateconsoledatabase.com/famiclones/Play_power_v.htm,01/10/21,,,,,,,
,,"Playervision, Game Stick, Player",,,,South America,,,Console,,,,Clone: Famicom,,,,,,,,,,,Built-in,76,,,,https://en.wikipedia.org/wiki/Nintendo_Entertainment_System_hardware_clone,01/10/21,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://bootleggames.fandom.com/wiki/Game_Stick,01/10/21,,,,,,,,,,,,,
,,"Plug and Play, Plug & Play",,,,,,,Console,,,,Clone: Famicom,,,,,Glob Top encapsilation,,,,,,Built-in,15,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,https://web.archive.org/web/20110206194305/http://nesplayer.com/pirates/plug&play.htm,01/10/21,,,,,,,,,,,,,
,,Pocket Boy FC-360,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,http://blog.livedoor.jp/geek/archives/50760322.html,01/10/21,,,,,,,,,,,,,,,,,
,,Poke Boy,,,,,,,Handheld,,,,Famicom,,,,,,,,,,,,,,,,https://bootleggames.fandom.com/wiki/Famiclone,01/10/21,,,,,,,,,,,,,,,,,
,,Polybrain,,,,,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Polystation,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,PolyStation 64: The Power Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Polystation Advance,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,PolyStation Dual Shock,,,,,,,Console,2003,,,Clone: Famicom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,PolyStation II,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Polystation III Super Soccer system,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,"PolyStation III, PolyStation 3",,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,PolyStation One,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Poppy TVG 10,,,,,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,,,,,,,,,,,,,,,,,
,,Poppy Video Computer game,,,,,,,Console,,,,Arcadia 2001,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/others.htm,01/10/21,http://web.archive.org/web/20000305081253/http://www.geocities.com/SiliconValley/Lakes/8403/fever.htm,01/10/21,,,,,,,,,,,,,,,
,,Power Games (penguin),,,,,,,Console,,,,Famicom,,,,,,,,,,,,111,,,,https://web.archive.org/web/20110207002444/http://nesplayer.com/pirates/powergames.htm,01/10/21,,,,,,,,,,,,,,,,,
,,"Power Games Super Entertainment System, Power Games, Powerzone",,,,NA,,,Console,,,,Clone: Famicom,,,,,,,,,,,,111,,,,https://bootleggames.fandom.com/wiki/Power_Games_Super_Entertainment_System,01/10/21,,,,,,,,,,,,,,,,,
,,Power Joy Crusader,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Play 128 (DC),,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Play 128X,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Play III,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Player,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Player (handheld),,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Player 3D Station,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
,,Power Station 64,,,,,,,Console,,,,Clone: Famicom,,,,,,,,,,,,,,,,http://ultimateconsoledatabase.com/famiclones.htm,01/10/21,https://gameconsole.fandom.com/wiki/List_of_Famiclones,01/10/21,,,,,,,,,,,,,,,
